review,rating,date,bank,source,sentiment_label,sentiment_score,clean_review,theme
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,POSITIVE,0.9997448325157166,the best application i have ever seen in ethiopia banking industry,Other
great app!!!,5,2025-04-17,CBE,Google Play,POSITIVE,0.9998501539230348,great app,Other
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,NEGATIVE,0.9911932349205016,because sometimes it doesnt working it load too much,Other
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,POSITIVE,0.9998784065246582,absolutely the best app it works flawlessly anytime and anywhere,Other
very nice app ever!!!,5,2025-04-16,CBE,Google Play,POSITIVE,0.9998270869255066,very nice app ever,Other
the best app,5,2025-04-16,CBE,Google Play,POSITIVE,0.9998469352722168,the best app,Other
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,NEGATIVE,0.9996340274810792,biometric security for mobile banking is not available,Security & Privacy Concerns
great,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998630285263062,great,Other
Nice service,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998397827148438,nice service,Other
great app,5,2025-04-15,CBE,Google Play,POSITIVE,0.999821126461029,great app,Other
it's special apps,5,2025-04-15,CBE,Google Play,POSITIVE,0.9995416402816772,its special apps,Other
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,NEGATIVE,0.9985652565956116,in the updated version of the app it takes more time to download the receipt,Feature Requests & Suggestions
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,NEGATIVE,0.9647620320320128,,Other
Good 🔥,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998576641082764,good,Other
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998443126678468,very interesting app i am using every day fantastic,Other
lebaa bank,5,2025-04-14,CBE,Google Play,NEGATIVE,0.9437296390533448,lebaa bank,Other
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,NEGATIVE,0.9983273148536682,cant scanrecognize other banks interoperable qr codes,Other
OK,5,2025-04-13,CBE,Google Play,POSITIVE,0.9997851252555848,ok,Other
grateful app,5,2025-04-13,CBE,Google Play,POSITIVE,0.9998038411140442,grateful app,Other
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,POSITIVE,0.9974650144577026,,Other
everthing wellbeok,3,2025-04-13,CBE,Google Play,NEGATIVE,0.7055785655975342,everthing wellbeok,Other
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play,NEGATIVE,0.9963226318359376,this mobile banking app is fast and userfriendly but the only issue i encountered is that i cant access my bank statement within the app i kindly request that this feature be added similar to what is offered by other private bank mobile banking apps,"Account Access Issues, User Interface & Experience, Feature Requests & Suggestions, Financial Transactions"
nice app 👌,5,2025-04-12,CBE,Google Play,POSITIVE,0.9996724128723145,nice app,Other
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,NEGATIVE,0.9989493489265442,why did this app is not screenshot,Other
it so good app,5,2025-04-12,CBE,Google Play,POSITIVE,0.999868631362915,it so good app,Other
جميل,5,2025-04-11,CBE,Google Play,POSITIVE,0.9271727800369264,,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,NEGATIVE,0.994688868522644,less network specially to make fee for utility purpose,"Connectivity Issues, Financial Transactions"
simply for used,4,2025-04-10,CBE,Google Play,NEGATIVE,0.9918004870414734,simply for used,Other
wow keep up,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998539686203004,wow keep up,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,NEGATIVE,0.9934490323066713,its great app but when updating we cant take screen shot please try to fix it,Other
good one,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998288154602052,good one,Other
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998396635055542,everything is easy thank you cebe,Other
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,NEGATIVE,0.7850591540336609,,Other
ጎበዝ,5,2025-04-09,CBE,Google Play,NEGATIVE,0.6970566511154175,,Other
but this app says can't sync,5,2025-04-09,CBE,Google Play,NEGATIVE,0.9988365769386292,but this app says cant sync,Other
waw,5,2025-04-09,CBE,Google Play,NEGATIVE,0.7346174120903015,waw,Other
to slow,3,2025-04-09,CBE,Google Play,NEGATIVE,0.999487280845642,to slow,Performance Issues
work on screen shot system,4,2025-04-08,CBE,Google Play,NEGATIVE,0.5902668833732605,work on screen shot system,Other
very very nice aplication,1,2025-04-08,CBE,Google Play,POSITIVE,0.9998292922973632,very very nice aplication,Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,POSITIVE,0.9996142387390136,wonder full and it is easy to use,Other
easy and reliable,2,2025-04-08,CBE,Google Play,POSITIVE,0.9998584985733032,easy and reliable,Other
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,POSITIVE,0.994536280632019,it is very useful app,Other
perfect app,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998340606689452,perfect app,Other
I like it.,5,2025-04-07,CBE,Google Play,POSITIVE,0.999869465827942,i like it,Other
bugs,3,2025-04-07,CBE,Google Play,NEGATIVE,0.9988303780555724,bugs,Other
commerial Bank,5,2025-04-06,CBE,Google Play,NEGATIVE,0.681026041507721,commerial bank,Other
Genat biru,2,2025-04-06,CBE,Google Play,NEGATIVE,0.966159999370575,genat biru,Other
🙏,5,2025-04-06,CBE,Google Play,NEGATIVE,0.6970566511154175,,Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,POSITIVE,0.6723145842552185,it is good but it doesnt allow screen shot,Other
the best one,5,2025-04-06,CBE,Google Play,POSITIVE,0.9998371601104736,the best one,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,NEGATIVE,0.9967620372772216,you need to copy many things from other bank apps like amoledashen,Other
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,POSITIVE,0.9942916631698608,bring back the screenshot feature,Feature Requests & Suggestions
Good!👍,3,2025-04-05,CBE,Google Play,POSITIVE,0.9998579025268556,good,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,POSITIVE,0.9985142350196838,best app to experience him that to smooth transaction among the customers,Financial Transactions
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,NEGATIVE,0.9551453590393066,nice app suitable to use it the only weak side is it need data connections and hoping will be fixed to offline i gave rate,"User Interface & Experience, Connectivity Issues"
easy to use,5,2025-04-05,CBE,Google Play,POSITIVE,0.9988542795181274,easy to use,Other
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,POSITIVE,0.9998189806938172,good job to the cbe team on this mobile app its designed in a way thats simple and intuitive to navigate which is great for everyone it effectively handles the essential banking tasks i need to perform regularly its a practical and reliable tool that makes everyday banking much more convenient thank you for this useful application,User Interface & Experience
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,NEGATIVE,0.881923258304596,screenshot,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,NEGATIVE,0.9973511695861816,before it was smooth and good this time after the new update in i can not make screenshot of my recite even the downlod button is very delayed in putting my recite in my gallery for simple proof please fix this i am unable to show proof of payment to my clients thankyou,"Performance Issues, Feature Requests & Suggestions, Financial Transactions"
cool ❤,4,2025-04-04,CBE,Google Play,POSITIVE,0.9997991919517516,cool,Other
Best app,5,2025-04-04,CBE,Google Play,POSITIVE,0.999686598777771,best app,Other
best banking App,4,2025-04-03,CBE,Google Play,POSITIVE,0.999736487865448,best banking app,Other
satisfied,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997212290763856,satisfied,Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,POSITIVE,0.9980692267417908,this app is very necessary app many people found it,Other
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,POSITIVE,0.989459753036499,cbe very active bank im using cbe app very very satisfaction,Other
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997400641441344,it made life alot easier i cant even imagine having to make all those transactions in person so this app was crucial for me very good app well done,Financial Transactions
perfect,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998517036437988,perfect,Other
thankyou,5,2025-04-02,CBE,Google Play,POSITIVE,0.999842882156372,thankyou,Other
I Like it,5,2025-04-02,CBE,Google Play,POSITIVE,0.99985933303833,i like it,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,NEGATIVE,0.9986600875854492,i dont understand the reason why i need to disable developer options to access the app it has no security risks nor does it hinder the apps functionalities this goes out to the dev i hope your life is filled with inconveniences,"Account Access Issues, Feature Requests & Suggestions, Security & Privacy Concerns"
smart app,5,2025-04-02,CBE,Google Play,POSITIVE,0.999789297580719,smart app,Other
isin ga'a,2,2025-04-02,CBE,Google Play,POSITIVE,0.7607287764549255,isin gaa,Other
it's great,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998691082000732,its great,Other
very good app and stars faction with work,5,2025-04-01,CBE,Google Play,POSITIVE,0.999858856201172,very good app and stars faction with work,Other
It is excelent,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998881816864014,it is excelent,Other
Smart,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998456239700316,smart,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,NEGATIVE,0.9570208191871644,,Other
very interesting app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997968077659608,very interesting app,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.998596966266632,wowcbekeep it up,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9510266780853271,,Other
Excellent🙏app,5,2025-04-01,CBE,Google Play,NEGATIVE,0.6970566511154175,excellentapp,Other
